ATC4,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023,contribution_2023,YoY,known_inn_count,eligible_competitive
L04A B Tumor necrosis factor alpha inhibitors,922.06,883.63,2144.36,2093.48,5247.120000000001,6.181982168222206e-06,1.5064103788906515,4,True
L04A C Interleukin inhibitors,330.32,6879.78,14586.11,925.06,2753.34,3.2438935612398664e-06,1.976390720601907,4,True
L04A D Calcineurin inhibitors,12117.75,11710.62,10569.72,5369.8,18351.82,2.1621503604724805e-05,2.4175984207977947,2,False
L04A X Other immunosuppressants,95320.89,119651.94,158733.05,152929.62,171132.83000000002,0.0002016230052785,0.119029982550143,5,True
M01A B Acetic acid derivatives and related substances,19803073.34,17918961.82,17213912.22,14939351.22,14395162.81,0.0169599017747022,-0.0364265088882487,11,True
M01A C Oxicams,4524253.38,4276648.23,4896149.47,4127238.38,4737333.0200000005,0.0055813681132831,0.1478215173992447,4,True
M01A E Propionic acid derivatives,16010960.0,15351869.75,17978853.330000002,16692001.18,18482908.81,0.0217759480782404,0.1072913673254365,9,True
M01A G Fenamates,1976310.03,2401900.73,2260776.94,2311546.31,2442727.7,0.0028779404860613,0.0567504918385133,1,False
M01A H Coxibs,364879.38,367159.66,478060.23,436166.29,731635.5299999999,0.0008619886337834,0.6774233744657339,4,True
"M01A X Other antiinflammatory and antirheumatic agents, non-steroids",5263955.55,4936182.5200000005,5511252.0,5067625.899999999,6154515.18,0.007251044972635,0.2144770157560369,7,True
M01B X Other antiinflammatory/antirheumatic agents in combination with other drugs,366843.31000000006,326110.52,357512.95,290875.58,330324.74,0.0003891776159879,0.1356221103194705,2,False
M01C C Penicillamin and similar agents,2321.95,2272.65,2860.1,2038.28,2116.0800000000004,2.493095036235429e-06,0.0381694369762741,1,False
"M02A A Antiinflammatory preparations, non-steroids for topical use",9043655.83,8006446.58,7862933.93,6109995.69,6317536.58,0.007443111361023,0.0339674363992881,18,True
M02A B Capsaicin and similar agents,116850.37999999998,109810.88,93903.59,67851.02,56716.22000000001,6.682116297873264e-05,-0.1641065970710535,1,False
M02A C Preparations with salicylic acid derivatives,372249.16,313882.04,261396.79,176596.43,152799.43,0.0001800232035048,-0.1347535734442649,5,True
M02A X Other topical products for joint and muscular pain,13340038.38,13899017.63,13966401.06,10598498.84,10621141.75,0.0125134757552067,0.0021364261431575,26,True
M03A B Choline derivatives,3249.3499999999995,3610.33,3821.1,2315.88,2230.84,2.6283014492058163e-06,-0.0367203827486743,1,False
M03A C Other quaternary ammonium compounds,2450.31,2983.87,4927.16,2584.1000000000004,2407.18,2.836059368892102e-06,-0.0684648426918465,3,True
"M03A X Other muscle relaxants, peripherally acting agents",37.64999999999999,79.63,5095.63,5714.06,43321.59,5.104005566463763e-05,6.581577722320032,1,False
M03B A Carbamic acid esters,0.0,6093.379999999999,19164.120000000003,21510.08,16896.53,1.990692935645297e-05,-0.2144831632425357,1,False
M03B X Other centrally acting agents,1458376.64,1384022.56,1651708.52,1455383.5,1924666.61,0.0022675781500695,0.3224463586401798,7,True
M04A A Preparations inhibiting uric acid production,446222.45,452724.17,515492.47,536207.22,652518.97,0.0007687761356642,0.216915673011639,2,False
M04A C Preparations with no effect on uric acid metabolism,156.95,9767.14,44959.92999999999,44911.67999999999,71918.12000000001,8.473153566376694e-05,0.6013233083242493,1,False
M05B A Bisphosphonates,122612.43,116196.43,134079.76,109382.1,112965.54,0.0001330922399151,0.0327607533590963,6,True
"M05B B Bisphosphonates, combinations",0.0,0.0,1233.34,3788.940000000001,3459.6400000000003,4.07603271670331e-06,-0.0869108510559681,1,False
M05B X Other drugs affecting bone structure and mineralization,119566.25999999998,95108.44,116726.76,66959.15,71702.68000000001,8.447771142526624e-05,0.070842147787121,2,False
M09A B Enzymes,990947.96,1332105.5499999998,1948593.11,909977.34,983538.17,0.0011587719413136,0.080838089880348,2,False
M09A X Other drugs for disorders of the musculo-skeletal system,1523937.65,1320008.34,1392793.87,1068514.05,1146762.26,0.0013510771323145,0.0732308667349763,5,True
N01A B Halogenated hydrocarbons,2.48,16.96,168.43999999999997,126.8,289.37,3.409261042283119e-07,1.2820977917981071,2,False
"N01A F Barbiturates, plain",14221.46,15110.38,24785.93,8837.960000000001,10457.03,1.2320124752733813e-05,0.1831949906992109,1,False
N01A H Opioid anestetics,0.0,0.0,0.0,0.0,37.16,4.378067537451728e-08,,1,False
N01A X Other general anesthetics,4861.16,4324.24,6106.06,5636.22,8302.26,9.781446446039823e-06,0.4730191511332062,3,True
N01B A Esters of amino benzoic acid,1237126.23,1137471.89,1100985.05,724453.25,663120.62,0.0007812666468882,-0.0846605767867009,2,False
N01B B Amides,2492057.62,2601109.15,2611710.29,1306765.09,1071387.19,0.0012622727332025,-0.1801225804096128,8,True
N02A A Natural opium alkaloids,161767.80999999997,201358.03,165746.53999999998,124208.45,94469.22,0.0001113004912191,-0.2394300065736267,4,True
N02A B Phenylpiperidine derivatives,692.29,1944.76,566.5799999999999,1630.28,3449.55,4.064145014482404e-06,1.115924871801163,2,False
N02A E Oripavine derivatives,899.6300000000001,837.5300000000001,664.03,902.46,120.0,1.4138000659155204e-07,-0.8670301176783458,1,False
N02A F Morphinan derivatives,1510556.38,1205881.77,1337029.4200000002,1270080.39,2283487.81,0.0026903293469127,0.7979080914712811,2,False
N02A J Opioids in combination with non-opioid analgesics,2320.65,1117.66,824.73,723.6800000000001,1235.0100000000002,1.455047682838606e-06,0.7065692018571745,1,False
N02A X Other opioids,85491.8,89629.23000000001,69041.57,45106.240000000005,38080.78999999999,4.4865519510095904e-05,-0.1557533946522701,1,False
N02B A Salicylic acid and derivatives,69594640.63000001,66735143.620000005,62617666.690000005,51860644.71,48466721.95,0.0571018789063493,-0.0654431270374387,7,True
N02B B Pyrazolones,25916280.4,24612097.28,22941148.73,19020764.27,18270696.180000003,0.021525926219672,-0.0394341720107966,9,True
N02B E Anilides,27890377.97,34905223.64,32201291.130000003,28763784.08,27645282.48,0.0325707518270643,-0.0388857598461016,32,True
N02B F Gabapentinoids,1371327.27,1332035.85,1639360.92,1872478.39,2816997.77,0.0033188930274248,0.5044220456931416,2,False
N02B G Other analgesics and antipyretics,16917.24,32385.35000000001,72104.60999999999,67598.97,98728.95,0.0001163191633481,0.4605096793634577,2,False
N02C A Ergot alcaloids,40737.89000000001,8581.38,45999.86,70834.9,75754.02999999998,8.925087717280524e-05,0.0694450052163551,1,False
N02C C Selective 5HT1-receptor agonists,1438470.54,1425435.65,1472658.82,1292592.28,1435611.93,0.0016913902010525,0.1106456012564147,4,True
N02C D Calcitonin gene-related peptide (CGRP) antagonists,0.0,4.74,74.87,148.48999999999998,360.02,4.241635831090881e-07,1.424540373089097,1,False
N02C X Other antimigraine preparations,3.81,3.32,0.0,0.0,0.0,0.0,,1,False
N03A A Barbiturates and derivatives,83613.11,79985.5,74476.4,73083.21999999999,71763.09,8.454888447691786e-05,-0.0180633803491415,2,False
N03A B Hydantoin derivatives,25788.890000000003,25065.060000000005,20853.38,19265.19,16484.649999999998,1.94216660471619e-05,-0.1443297470723102,1,False
N03A E Benzodiazepine derivatives,12026.2,14654.19,15062.600000000002,14323.38,12019.07,1.4160468298536046e-05,-0.1608775303036016,1,False
N03A F Carboxamide derivatives,1301235.98,1110431.75,1083760.45,1042745.81,1021682.23,0.0012037120034322,-0.020200109938586,2,False
N03A G Fatty acid derivatives,441630.02,473026.0500000001,502306.61,484418.85,466935.26000000007,0.0005501275844719,-0.0360918861848583,1,False
N03A X Other antiepileptics,467687.09,522283.72,605148.7,600442.42,638286.78,0.0007520082430308,0.0630274589859922,5,True
N04A A Tertiary amines,215358.92,197123.32,177703.50999999998,139762.31000000003,142111.31,0.0001674308162044,0.0168071062935348,2,False
N04B A DOPA and derivatives,197113.43,204628.37,217046.17,217562.39,259732.79,0.0003060085296853,0.1938312959330883,3,True
N04B B Adamantane derivatives,85525.76000000001,89181.64,115269.19,94006.13,88194.96,0.0001039083668845,-0.0618169261940684,1,False
N04B C Dopamine agonists,211115.05,223183.52,243768.79000000004,215646.76,221439.08,0.0002608921549168,0.0268602227086556,4,True
N04B D Monoamine oxidase type B,13492.84,14383.509999999998,20990.89,18864.45,17513.27,2.0633551900330257e-05,-0.071625729878157,2,False
N05A A Phenothiazines with aliphatic side-chain,319185.45,292461.58,264697.78,233075.59000000003,217303.62,0.0002560198935664,-0.0676689051822202,2,False
N05A B Phenothiazines with piperazine structure,162561.35,153472.41,136860.74,118134.83,116916.1,0.0001377466582388,-0.0103164325034369,3,True
N05A C Phenothiazines with piperidine structure,38968.44,39585.28,42532.89,38762.92,40430.28,4.7633610440819125e-05,0.0430143033600152,1,False
N05A D Butyrophenone derivatives,93128.75,97662.4,107115.52000000002,91280.08000000002,82182.57,9.682476906925574e-05,-0.0996658854812573,1,False
N05A E Indole derivatives,2853.94,2512.1399999999994,2365.0200000000004,2439.94,1947.32,2.2942676202988426e-06,-0.2018984073378854,2,False
N05A F Thioxanthene derivatives,99395.34,112581.52,121391.0,118273.12,120892.17,0.0001424311315955,0.0221440848098029,3,True
"N05A H Diazepines, oxazepines, thiazepines and oxepines",504694.45,616438.67,734552.52,756917.36,935659.68,0.0011023630977154,0.2361450925104953,3,True
N05A L Benzamides,466544.8,516104.22,589709.71,515034.47,552561.63,0.0006510097240969,0.0728633949490797,3,True
N05A N Lithium,8698.949999999999,10406.04,12480.240000000002,12904.37,13982.47,1.6473680839718157e-05,0.0835453416168321,1,False
N05A X Other antipsychotics,189765.04,230147.91,277053.59,279300.42000000004,331787.77,0.0003909013092466,0.1879243504180909,5,True
N05B A Benzodiazepine derivatives,2900115.39,2886473.84,3044955.21,3124612.12,2921176.6100000003,0.0034416330698073,-0.0651074444401758,3,True
N05B B Diphenylmethane derivatives,133721.25,21812.86,128797.88,166079.58000000002,296152.19,0.0003489166547858,0.7831944782133962,1,False
N05B E Azaspirodecanedione derivatives,53060.73,64477.95,80853.0,71944.47,99720.59,0.0001174874805959,0.3860772064899498,1,False
N05B X Other anxiolytics,24061.5,29195.18,42083.45000000001,175055.93000000002,365574.08,0.0004307072153341,1.0883273134477642,3,True
"N05C B Barbiturates, combinations",12955939.02,12105028.72,11669699.91,10577981.81,8833452.63,0.010407279925463,-0.1649207959831043,4,True
N05C D Benzodiazepine derivatives,261660.48,265755.57,278682.09,254708.55,293176.1,0.0003454103245873,0.1510257508042034,2,False
N05C F Benzodiazepine related drugs,330302.63,409613.24,521344.2400000001,499838.62,468537.4900000001,0.0005520152785382,-0.062622472029072,2,False
N05C H Melatonin receptor agonists,235807.17000000004,328114.77,460655.21,361876.88,353609.33,0.0004166107450519,-0.0228463061801571,1,False
N05C M Other hypnotics and sedatives,19716837.94,18735378.27,17074864.09,15376132.95,11851098.07,0.0139625693604477,-0.2292536681012503,26,True
"N05C X Hypnotics and sedatives in combination, excl. barbiturates",4779.06,225882.94,808638.9900000001,492619.7700000001,318262.2900000001,0.000374966038817,-0.3539392663838886,2,False
N06A A Non-selective monoamine reuptake inhibitors,503200.89,476837.02,497056.66,502033.18,564914.68,0.0006655636765172,0.125253673472339,5,True
N06A B Selective serotonin reuptake inhibitors,736229.43,841501.98,1105219.14,1174136.31,1643935.76,0.001936830404874,0.4001234320059481,6,True
N06A X Other antidepressants,331175.81,496114.33,691144.69,655335.08,916297.58,0.0010795513158351,0.3982123160566957,10,True
N06B A Centrally acting sympathomimetics,4013.58,19180.15,40006.73,45507.11,48988.06,5.7716102047561225e-05,0.0764924426095174,3,True
N06B C Xanthine derivatives,659136.4400000001,584199.2699999999,630509.7899999999,514626.5500000001,586708.28,0.0006912401707809,0.1400660925869448,1,False
N06B X Other psychostimulants and nootropics,9922376.5,9283989.41,10065212.24,8412020.47,8489784.22,0.0100023812415371,0.0092443605287613,17,True
N06D A Cholinesterase inhibitors,135006.24000000002,137289.48,153947.24000000005,122255.77999999996,175339.16999999998,0.0002065787750863,0.4341994300801159,4,True
N06D X Other anti-dementia drugs,506017.01,428072.58,447322.49,385752.77,426789.12,0.0005028287383233,0.1063799230787119,2,False
N07A A Anticholinesterases,420266.99,354432.56,389352.86,333649.22,366548.23,0.000431854926446,0.0986035873244361,3,True
N07A X Other parasympathomimetics,569008.72,551683.38,958039.45,684633.75,790973.27,0.0009318983843861,0.1553232220877221,1,False
N07B A Drugs used in nicotine dependence,321608.59,312400.15,325358.0,220076.19,219795.35,0.0002589555669316,-0.0012761035166957,3,True
N07B B Drugs used in alcohol dependence,969728.62,897223.05,983703.24,585070.7400000001,688951.62,0.0008116998714738,0.1775526836293333,5,True
N07B C Drugs used in opioid dependence,417916.51,453227.87,496159.97,499903.21,215623.79,0.0002540407737624,-0.5686689229301007,2,False
N07C A Antivertigo preparations,4201703.37,3612636.24,4107073.82,3361940.3000000003,3744114.45,0.0044111910468377,0.113676661658745,4,True
N07X X Other nervous system drugs,4387242.71,3492778.15,3796210.35,2761264.92,2642752.95,0.0031136035790903,-0.0429194493949535,7,True
P01A A Hydroxyquinoline derivatives,3215.210000000001,68.94,0.0,0.0,0.0,0.0,,1,False
P01A B Nitroimidazole derivatives,447014.82,387887.13,398616.13,249965.68,298709.99,0.0003519301696263,0.1950040101505135,3,True
P01A X Other agents against amoebiasis and other protozoal diseased,9997.35,5231.6900000000005,3763.3400000000006,0.0,0.0,0.0,,1,False
P01B A Aminoquinolines,24056.34,24816.05,21605.079999999994,21944.840000000004,24938.69,2.9381934638205607e-05,0.1364261484704374,2,False
P01B C Methanolquinolines,288.02,0.0,0.0,0.0,0.0,0.0,,1,False
P02C A Benzimidazole derivatives,3976254.85,3341636.69,3280333.79,2504244.35,3001953.57,0.0035368017959511,0.1987462685100998,2,False
P02C B Piperazine and derivatives,154834.45,91748.21,5342.790000000001,84.19,0.0,0.0,-1.0,1,False
P02C C Tetrahydropyrimidine derivatives,462824.37,370197.8000000001,326401.27,246521.25000000003,271638.68000000005,0.0003200356530743,0.101887484344656,1,False
P02C E Imidazothiazole derivatives,225446.73,181491.9,172094.01,127727.12,135587.91,0.0001597451634127,0.061543625190954,1,False
P02C X Other antinematodals,95033.23,78021.19,57005.73,35939.12,52684.27,6.207085366559257e-05,0.4659309966409861,1,False
"P03A C Pyrethrines, incl. synthetic compounds",105764.97,97503.51,79003.88999999998,65914.97,100574.96,0.0001184940708978,0.5258288064152952,3,True
"P03A X Other ectoparasiticides, incl. scabicides",840386.11,663953.65,619913.73,480740.53,502318.64,0.0005918151052854,0.0448851483356311,3,True
"R01A A Sympathomimetics, plain",40203997.41,36619444.18,41086099.96,33796729.76,37822449.29,0.0445611510827403,0.1191156528630952,5,True
"R01A B Sympathomimetics, combinations excl. corticosteroids",2642130.33,2437316.54,3303148.3,2502961.68,2964978.73,0.0034932392699267,0.1845881435947511,10,True
"R01A C Antiallergic agents, excl. corticosteroids",88725.91,81356.17,77838.41,65986.62,55169.85999999999,6.499929308712502e-05,-0.1639235348014491,3,True
R01A D Corticosteroids,2124878.68,1848544.3,2425935.71,1797646.62,2524783.5,0.0029746158989353,0.4044937819870291,9,True
R01A X Other nasal preparations,4130459.04,3515049.0,3654144.9,2282055.94,2402285.83,0.0028302932206682,0.0526849004411347,7,True
R01B A Sympathomimetics,353666.69999999995,326012.2,470013.69,342163.8,952286.04,0.0011219517217686,1.783129132888985,2,False
R02A A Antiseptics,27527651.51,23295810.27,24489489.49,18484720.71,17863042.12,0.0210456417722564,-0.0336320250521112,46,True
R02A B Antibiotics,397928.42,748098.8200000001,717760.3300000001,477117.78,679115.98,0.0008001118477402,0.4233717720601397,1,False
R02A X Other throat preparations,1745507.46,1601276.17,2005885.87,1958930.01,2355110.9,0.0027747132880486,0.2022435145602776,3,True
R03A C Selective beta-2-adrenoceptor agonists,2422299.43,2325508.57,2457635.7300000004,2079350.16,2000281.54,0.0023566651442513,-0.0380256397027426,5,True
"R03A K Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",564806.3,585019.08,617453.2999999999,658755.69,1033327.56,0.0012174321437002,0.5686051379685237,3,True
R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,687828.99,586039.8,705455.6599999999,508722.68000000005,537074.42,0.0006327632086646,0.0557312286529076,5,True
R03B A Glucocorticoids,772125.8099999999,675472.89,978544.59,725310.57,984442.03,0.0011598368390866,0.3572696589820827,3,True
R03B B Anticholinergics,37702.7,36097.32,45374.26,35875.27,146461.79,0.0001725564069634,3.0825278806264045,2,False
R03C C Selective beta-2-adrenoceptor agonists,0.0,0.0,17.77,760.6700000000001,16547.86,1.9496137965634005e-05,20.75432184784466,2,False
R03D A Xanthines,1077930.66,1026451.37,1016499.26,686494.77,531321.55,0.0006259853686769,-0.2260370024377607,4,True
R03D B Xanthines and adrenergics,24.48,0.0,0.0,0.0,0.0,0.0,,1,False
R03D C Leucotriene receptor antagonists,449683.57,449821.06,605188.7200000001,436140.39,559567.2,0.0006592634535368,0.2829978897391272,2,False
R03D X Other systemic drugs for obstructive airway diseases,714862.86,141144.79,121028.58,71849.91,63674.280000000006,7.501891771760276e-05,-0.1137876164354276,2,False
R05C A Expectorants,16152134.59,12613798.4,13529482.1,9092569.22,8457153.12,0.009963936365428,-0.0698830093701502,40,True
R05C B Mucolytics,13661690.04,12710548.65,14846703.32,10160495.08,9664395.7,0.011386269398078,-0.0488262999090002,11,True
R05D B Other cough suppressants,1738688.28,1525224.93,2072231.88,1584559.28,1519072.45,0.0017897206082837,-0.0413281035468739,8,True
R05F A Opium derivatives and expectorants,5190710.77,3050344.55,2895119.25,1620445.42,1277915.39,0.0015055973855137,-0.2113801710149545,2,False
R05F B Other cough suppressants and expectorants,2072205.42,1730382.96,1955057.83,1518375.19,1639695.17,0.0019318342828561,0.0799011870050379,5,True
R05X OTHER COLD PREPARATIONS,9156845.37,7868759.45,9419050.9,6286171.6,6315496.58,0.007440707900911,0.0046649983274398,23,True
R06A A Aminoalkyl ethers,4158033.48,4084485.409999999,4617237.15,3808174.06,4572503.51,0.0053871714698641,0.2007075931818096,3,True
R06A B Substituted alkylamines,365675.33,321354.23,385082.25,260409.98,295909.72,0.0003486309847008,0.1363225019256173,1,False
R06A C Substituted ethylene diamines,1242292.33,1119687.09,1282194.78,1038384.5,1072529.01,0.0012636179875285,0.0328823379008449,1,False
R06A E Piperazine derivatives,3806159.14,3555180.52,3630506.85,3003196.67,3589155.7800000003,0.0042286238986208,0.1951118006534018,3,True
R06A X Other antihistamines for systemic use,10335087.05,9145960.76,9753726.49,7217109.77,8524545.809999999,0.0100433361900648,0.1811578431901832,12,True
R07A A Lung surfactants,0.0,0.4,0.55,0.3399999999999999,1.46,1.7201234135305501e-09,3.2941176470588243,1,False
R07A B Respiratory stimulants,3021749.24,2988698.03,2476872.21,2391872.5300000003,2851254.93,0.0033592536733132,0.1920597332166358,2,False
R07A X Other respiratory system products,350865.07,377130.13,362421.37,200368.59,236718.62,0.0002788940004661,0.1814158097334519,1,False
S01A A Antibiotics,1933330.48,1651970.93,1740802.46,1245298.12,1691434.74,0.0019927921224198,0.3582568806897419,5,True
S01A B Sulfonamides,1339541.73,1059025.84,1016698.46,710786.09,755302.4,0.0008898721524217,0.0626296865207365,1,False
S01A D Antivirals,680403.38,969614.19,370148.95,207469.97,252224.9,0.0002971629835379,0.2157176289175728,3,True
S01A E Fluoroquinolones,998224.92,866543.4400000001,888298.91,657834.76,752855.83,0.0008869896850657,0.1444451947172873,4,True
S01A X Other antiinfectives,702087.63,512702.68,458087.87,356293.77,381964.72,0.0004500181219278,0.0720499547325792,4,True
"S01B A Corticosteroids, plain",916361.5,789122.5199999999,829274.83,721325.28,835052.95,0.0009838315964607,0.1576648887170568,2,False
"S01B C Antiinflammatory agents, non-steroids",327309.35,304859.24,322777.44,253046.73,303946.63,0.0003580998046073,0.2011482227017911,5,True
S01C A Corticosteroids and antiinfectives in combination,948248.49,815730.2,1015144.13,828434.3500000001,1092545.22,0.001287200420043,0.3188072416359846,4,True
S01E A Sympathomimetics in glaucoma therapy,107796.69,115466.46,137229.74,134601.91000000003,152042.68,0.0001791316258383,0.1295729755989343,1,False
S01E B Parasympathomimetics,158941.63999999998,137055.09000000003,126005.82,98637.96,90157.73,0.0001062208371806,-0.0859732906073889,2,False
S01E C Carbonic anhydrase inhibitors,485142.11,514767.04,555159.8099999999,513443.63,560271.33,0.0006600930360704,0.0912031959574606,4,True
S01E D Beta blocking agents,1644933.03,1563131.35,1638191.01,1429496.92,1585344.69,0.0018678003560173,0.109022809227179,9,True
S01E E Prostaglandin analogues,727815.1900000001,729048.81,785080.5599999999,737977.1900000001,827098.1399999999,0.0009744595040421,0.1207638274023075,5,True
S01F A Anticholinergics,96668.98,80749.92,99707.19,81286.25,100291.99,0.0001181606850606,0.2338124836611357,4,True
S01F B Sympathomimetics excl. antiglaucoma preparations,229303.12,181867.19,213750.58,150110.32,181517.99,0.000213858455189,0.2092305845460857,1,False
S01G A Sympathomimetics used as decongestants,1142032.84,1007539.11,1055290.71,760487.2899999999,778371.78,0.0009170517282256,0.0235171451714861,1,False
S01G X Other antiallergics,258123.52,227965.62,246415.38,185701.45,216316.84000000003,0.0002548573022088,0.1648634946038387,4,True
S01H A Local anesthetics,31759.57,26446.35000000001,31218.92,24991.210000000003,32345.62,3.810853307339865e-05,0.2942798688018706,2,False
S01J A Colouring agents,2.7500000000000004,0.0,0.0,0.0,0.0,0.0,,1,False
S01L A Antineovascularisation agents,1407.37,711.1700000000001,954.63,793.7,1767.0,2.081820597060604e-06,1.2262819705178276,2,False
S01X A Other ophthalmologicals,5044621.37,4499308.73,4413503.529999999,3420095.96,3696662.81,0.0043552851037045,0.0808652310445698,16,True
S02A A Antiinfectives,354375.0800000001,266448.42000000004,272800.12,207294.09,234952.66999999995,0.0002768134169441,0.1334267658089045,4,True
S02C A Corticosteroids and antiinfectives in combination,393040.39,367853.28,469947.84,375734.71,489431.53,0.0005766319411459,0.3025986606347866,3,True
S02D A Analgesics and anesthetics,1406081.46,1011386.64,1367366.0099999998,1009935.86,1359638.49,0.0016018808223193,0.3462622170877267,4,True
S03A A Antiinfectives,2250023.42,1856164.0,1945245.83,1599672.3,2139012.91,0.0025201138276267,0.3371569352047916,4,True
S03C A Corticosteroids and antiinfectives in combination,65606.90000000001,51979.89000000001,52791.97,35706.719999999994,43040.03,5.070833104250498e-05,0.2053761868914312,2,False
V01A A Allergen extracts,0.0,0.18,14.54,39.120000000000005,1691.63,1.9930221712538933e-06,42.24207566462167,0,False
V03A B Antidotes,184522.60000000003,175322.46999999997,183121.76,262765.92,250976.9,0.0002956926314693,-0.0448651027500065,8,True
V03A C Iron chelating agents,3.43,1.27,0.3699999999999999,0.4699999999999999,9.34,1.1004077179709134e-08,18.87234042553192,1,False
V03A E Drugs for treatment of hyperkalemia and hyperphosphatemia,20.72,83.72999999999999,380.85,360.85,344.89000000000004,4.063379206113366e-07,-0.0442289039767215,1,False
V03A F Detoxifying agents for antineoplastic treatment,7332.69,6418.63,8828.650000000001,6254.089999999999,7471.4,8.80255484373435e-06,0.1946422261272224,3,True
V03A X Other therapeutic products,465622.08,441438.39,516203.2,348684.99000000005,463885.03,0.0005465339049926,0.3303842818126468,0,False
V04C A Tests for diabetes,49919.41,39730.7,39244.25000000001,30563.259999999995,44689.2,5.26513282547599e-05,0.4621869525698505,1,False
V04C F Tuberculosis diagnostics,662.4800000000001,1535.06,1286.91,870.6600000000001,278.21000000000004,3.277777636152975e-07,-0.680460799852985,0,False
V04C J Tests for thyreoidea function,0.03,0.0,0.0,0.0,0.0,0.0,,1,False
V04C X Other diagnostic agents,0.0,0.0,0.0,0.0,2.63,3.0985784777981822e-09,,0,False
"V06D D Amino acids, incl. combinations with polypeptides",9072.93,12988.89,15193.670000000002,17012.24,22378.36,2.636543903590104e-05,0.315427010199715,0,False
"V07A B Solvents and diluting agents, incl. irrigating solutions",1878594.77,2126541.97,2171377.04,1039218.03,831271.04,0.0009793758759547,-0.2000994824926198,2,False
"V08A A Watersoluble, nephrotropic, high osmolar X-ray contrast media",20322.53,15505.22,15381.009999999998,9219.63,9498.04,1.119027464839021e-05,0.0301975241956566,1,False
"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",23047.22,25245.15,82061.11999999998,59068.6,51941.420000000006,6.119565251645478e-05,-0.120659368937134,4,True
V08B A Barium sulfate containing X-ray contrast media,101354.41,60089.03,49672.58,37408.46,41260.35,4.861157129141454e-05,0.1029684194430884,1,False
V08C A Paramagnetic contrast media,7155.08,4848.84,6376.17,5354.15,7525.030000000001,8.865739925013559e-06,0.4054574488947828,5,True
